"","peaks","fips","cases","county","state","Region","lat","lng","population","per_dem","urban_code","median.income","unemployed.rate"
"4635","peak 2","28097",4.42857142857143,"Montgomery","Mississippi","South",33.494,-89.6164,10068,0.417684127609295,7,38475,6.5
"4636","peak 2","28099",17.5714285714286,"Neshoba","Mississippi","South",32.7535,-89.1176,29332,0.278156996587031,7,41795,5.8
"4637","peak 2","28101",17.2857142857143,"Newton","Mississippi","South",32.4002,-89.1188,21360,0.301796054568652,7,42962,6.1
"4638","peak 2","28103",8.42857142857143,"Noxubee","Mississippi","South",33.1101,-88.5697,10700,0.756412656805842,7,32916,8.8
"4639","peak 2","28105",22.4285714285714,"Oktibbeha","Mississippi","South",33.425,-88.8793,49512,0.519836462749849,5,41631,6.1
"4640","peak 2","28107",25,"Panola","Mississippi","South",34.3639,-89.9506,34190,0.473488967061081,6,40655,8
"4641","peak 2","28109",30.2857142857143,"Pearl River","Mississippi","South",30.7688,-89.5896,55219,0.172430994346525,6,45874,6.6
"4642","peak 2","28111",6.85714285714286,"Perry","Mississippi","South",31.172,-88.9924,12006,0.229989868287741,3,43106,6.8
"4643","peak 2","28113",23.2857142857143,"Pike","Mississippi","South",31.1749,-90.4042,39532,0.498041474654378,6,35044,7.6
"4644","peak 2","28115",24.8571428571429,"Pontotoc","Mississippi","South",34.2254,-89.0374,31618,0.181818181818182,7,48910,4.8
"4645","peak 2","28117",13.5714285714286,"Prentiss","Mississippi","South",34.6183,-88.5201,25255,0.201951036488134,7,43465,4.9
"4646","peak 2","28119",5.14285714285714,"Quitman","Mississippi","South",34.2514,-90.2891,7187,0.665840817590585,6,29318,9.4
"4647","peak 2","28121",95.8571428571429,"Rankin","Mississippi","South",32.2641,-89.9458,152677,0.266746868586795,2,67284,3.8
"4648","peak 2","28123",15.2857142857143,"Scott","Mississippi","South",32.4064,-89.5376,28332,0.403015636634401,6,41532,4.8
"4649","peak 2","28125",2.14285714285714,"Sharkey","Mississippi","South",32.8799,-90.8132,4404,0.671094823637197,8,31138,9.8
"4650","peak 2","28127",12.2857142857143,"Simpson","Mississippi","South",31.9132,-89.9195,26888,0.341539763113367,2,47664,5.4
"4651","peak 2","28129",7.28571428571429,"Smith","Mississippi","South",32.0177,-89.5067,16009,0.215083463432208,8,46296,4.5
"4652","peak 2","28131",12.2857142857143,"Stone","Mississippi","South",30.79,-89.1177,18276,0.228738258441229,6,47187,5.7
"4653","peak 2","28133",17.7142857142857,"Sunflower","Mississippi","South",33.6023,-90.5886,26168,0.700299493958484,7,32948,10.3
"4654","peak 2","28135",9.71428571428571,"Tallahatchie","Mississippi","South",33.9505,-90.1732,14158,0.545598313125988,7,31915,6
"4655","peak 2","28137",16.5714285714286,"Tate","Mississippi","South",34.6503,-89.9448,28404,0.319288603923365,1,50188,6
"4656","peak 2","28139",23.7142857142857,"Tippah","Mississippi","South",34.7684,-88.9089,22018,0.191744209067511,6,44696,5
"4657","peak 2","28141",15.1428571428571,"Tishomingo","Mississippi","South",34.7404,-88.2393,19441,0.115775664152181,8,43341,4.7
"4658","peak 2","28143",5.71428571428571,"Tunica","Mississippi","South",34.652,-90.3755,9988,0.723702664796634,1,33993,9.5
"4659","peak 2","28145",26.8571428571429,"Union","Mississippi","South",34.4905,-89.0039,28507,0.170306709768982,6,49320,4.3
"4660","peak 2","28147",5.57142857142857,"Walthall","Mississippi","South",31.1484,-90.1061,14477,0.398062342038753,9,35465,7.2
"4661","peak 2","28149",38.7142857142857,"Warren","Mississippi","South",32.3573,-90.852,46519,0.495915653495441,4,46606,6.7
"4662","peak 2","28151",16.1428571428571,"Washington","Mississippi","South",33.2838,-90.9475,46057,0.693647711511789,5,31018,9.2
"4663","peak 2","28153",12.8571428571429,"Wayne","Mississippi","South",31.6408,-88.6958,20373,0.360059612518629,7,39036,7
"4664","peak 2","28155",5.28571428571429,"Webster","Mississippi","South",33.6131,-89.2848,9768,0.193076638282118,9,46110,6
"4665","peak 2","28157",2.57142857142857,"Wilkinson","Mississippi","South",31.1611,-91.3109,8875,0.665617433414044,8,32612,13.8
"4666","peak 2","28159",5,"Winston","Mississippi","South",33.0885,-89.0344,18229,0.437040242319342,7,37596,7.1
"4667","peak 2","28161",6.14285714285714,"Yalobusha","Mississippi","South",34.0282,-89.7077,12367,0.425971245029061,7,40515,6.4
"4668","peak 2","28163",16.4285714285714,"Yazoo","Mississippi","South",32.7803,-90.3964,28565,0.52638636145963,2,34817,7.7
"4669","peak 2","29001",10.8571428571429,"Adair","Missouri","Midwest",40.1906,-92.6007,25369,0.358939628482972,7,43044,4.7
"4670","peak 2","29003",4.14285714285714,"Andrew","Missouri","Midwest",39.9835,-94.8021,17503,0.241078753076292,3,62823,2.8
"4671","peak 2","29005",0.857142857142857,"Atchison","Missouri","Midwest",40.4308,-95.4281,5229,0.200426439232409,9,50516,2.9
"4672","peak 2","29007",6.85714285714286,"Audrain","Missouri","Midwest",39.2157,-91.8416,25644,0.253753753753754,6,45609,3.9
"4673","peak 2","29009",10.1428571428571,"Barry","Missouri","Midwest",36.7099,-93.8291,35530,0.188998589562764,6,47155,4.2
"4674","peak 2","29011",6.85714285714286,"Barton","Missouri","Midwest",37.5023,-94.3471,11797,0.138884317920026,6,46397,3.6
"4675","peak 2","29013",6.14285714285714,"Bates","Missouri","Midwest",38.2573,-94.34,16296,0.198669201520913,1,48442,4.1
"4676","peak 2","29015",4.57142857142857,"Benton","Missouri","Midwest",38.2948,-93.2879,19107,0.208094692630775,7,42144,5.4
"4677","peak 2","29017",3.14285714285714,"Bollinger","Missouri","Midwest",37.3222,-90.0259,12225,0.125355172990139,3,45868,3.8
"4678","peak 2","29019",80.5714285714286,"Boone","Missouri","Midwest",38.9906,-92.3097,177651,0.549140049140049,3,58029,3.1
"4679","peak 2","29021",50.7142857142857,"Buchanan","Missouri","Midwest",39.6598,-94.8059,88460,0.367369801628504,3,49216,3.8
"4680","peak 2","29023",13.5714285714286,"Butler","Missouri","Midwest",36.7164,-90.4066,42656,0.18196350807563,5,41327,4.6
"4681","peak 2","29025",2,"Caldwell","Missouri","Midwest",39.6557,-93.9827,9039,0.19158479282358,1,52872,6.8
"4682","peak 2","29027",15,"Callaway","Missouri","Midwest",38.8355,-91.926,44889,0.277620128641695,3,58720,3.4
"4683","peak 2","29029",19.1428571428571,"Camden","Missouri","Midwest",38.027,-92.766,45466,0.227793003385459,7,51460,4.9
"4684","peak 2","29031",35.2857142857143,"Cape Girardeau","Missouri","Midwest",37.384,-89.6845,78491,0.266812140448324,3,57618,3.7
"4685","peak 2","29033",4.42857142857143,"Carroll","Missouri","Midwest",39.427,-93.5052,8781,0.173433362753751,6,50628,4.5
"4686","peak 2","29035",0.571428571428571,"Carter","Missouri","Midwest",36.9412,-90.9623,6147,0.144287193648602,9,36383,4.4
"4687","peak 2","29037",52.5714285714286,"Cass","Missouri","Midwest",38.647,-94.3549,103597,0.331870122630992,1,73882,4.1
"4688","peak 2","29039",3.28571428571429,"Cedar","Missouri","Midwest",37.7239,-93.8566,14043,0.162549687677456,6,38427,3.6
"4689","peak 2","29041",2.85714285714286,"Chariton","Missouri","Midwest",39.5151,-92.9626,7483,0.22467500613196,9,50589,3.2
"4690","peak 2","29043",25.7142857142857,"Christian","Missouri","Midwest",36.9696,-93.1889,85658,0.237643843805376,2,63400,3.2
"4691","peak 2","29045",2.28571428571429,"Clark","Missouri","Midwest",40.4103,-91.7384,6779,0.199764289923394,9,46001,4.4
"4692","peak 2","29047",65.4285714285714,"Clay","Missouri","Midwest",39.3105,-94.4209,242516,0.469309230538283,1,70705,6.8
"4693","peak 2","29049",6.28571428571429,"Clinton","Missouri","Midwest",39.6018,-94.4046,20500,0.265980896399706,1,64541,7
"4694","peak 2","29051",22.8571428571429,"Cole","Missouri","Midwest",38.5054,-92.2816,76723,0.321131321308406,3,61847,3.1
"4695","peak 2","29053",5.57142857142857,"Cooper","Missouri","Midwest",38.8435,-92.8101,17660,0.258713907741861,6,56957,3.6
"4696","peak 2","29055",9.14285714285714,"Crawford","Missouri","Midwest",37.9764,-91.3039,24154,0.192563565114372,6,48315,4.5
"4697","peak 2","29057",1.71428571428571,"Dade","Missouri","Midwest",37.4321,-93.8503,7578,0.159261956785628,8,42421,3.2
"4698","peak 2","29059",3,"Dallas","Missouri","Midwest",37.6804,-93.0237,16617,0.170286278381046,2,42389,4.6
"4699","peak 2","29061",4.42857142857143,"Daviess","Missouri","Midwest",39.9608,-93.9855,8295,0.190744055228842,8,48197,4.3
"4700","peak 2","29063",3.42857142857143,"DeKalb","Missouri","Midwest",39.8932,-94.4047,12526,0.192029733636176,3,53997,3.9
"4701","peak 2","29065",3,"Dent","Missouri","Midwest",37.6066,-91.5079,15545,0.147857742929151,7,45540,4.3
"4702","peak 2","29067",4.57142857142857,"Douglas","Missouri","Midwest",36.9326,-92.4988,13306,0.145142857142857,6,39773,4.4
"4703","peak 2","29069",12,"Dunklin","Missouri","Midwest",36.2721,-90.0909,30027,0.211152701794798,7,38880,5.9
"4704","peak 2","29071",51.2857142857143,"Franklin","Missouri","Midwest",38.4111,-91.075,103191,0.27137934246065,1,61428,3.9
"4705","peak 2","29073",5.28571428571429,"Gasconade","Missouri","Midwest",38.4409,-91.5079,14711,0.202069923008961,6,53751,3.6
"4706","peak 2","29075",2.71428571428571,"Gentry","Missouri","Midwest",40.2121,-94.4099,6616,0.189372876119864,8,53663,2.5
"4707","peak 2","29077",146.285714285714,"Greene","Missouri","Midwest",37.258,-93.342,289756,0.388349788434415,2,45313,3.6
"4708","peak 2","29079",5,"Grundy","Missouri","Midwest",40.1139,-93.5653,9992,0.18007662835249,7,44323,3.5
"4709","peak 2","29081",7.14285714285714,"Harrison","Missouri","Midwest",40.3547,-93.992,8491,0.156037637219028,7,43016,3.8
"4710","peak 2","29083",8.85714285714286,"Henry","Missouri","Midwest",38.3852,-93.7928,21735,0.242769744160178,6,46995,4
"4711","peak 2","29085",0.857142857142857,"Hickory","Missouri","Midwest",37.9408,-93.3207,9404,0.207874015748031,8,32934,3.8
"4712","peak 2","29087",1.14285714285714,"Holt","Missouri","Midwest",40.0944,-95.2155,4432,0.144259496372172,8,47429,2.9
"4713","peak 2","29089",2.71428571428571,"Howard","Missouri","Midwest",39.1425,-92.6963,10058,0.277494108405342,6,49923,3.3
"4714","peak 2","29091",16,"Howell","Missouri","Midwest",36.774,-91.8865,40104,0.17254691689008,7,40177,4.9
"4715","peak 2","29093",2.71428571428571,"Iron","Missouri","Midwest",37.5552,-90.7735,10164,0.205792682926829,7,39292,5.5
"4716","peak 2","29095",176.142857142857,"Jackson","Missouri","Midwest",39.0085,-94.3461,696216,0.600012610226894,1,57907,6.2
"4717","peak 2","29097",32.1428571428571,"Jasper","Missouri","Midwest",37.2036,-94.3406,119920,0.258805776283619,3,46021,4
"4718","peak 2","29099",111.571428571429,"Jefferson","Missouri","Midwest",38.2611,-90.5377,223951,0.321566913478678,1,68779,4.1
"4719","peak 2","29101",16.4285714285714,"Johnson","Missouri","Midwest",38.7441,-93.8064,53682,0.3016044630887,4,58396,4.7
"4720","peak 2","29103",0.571428571428571,"Knox","Missouri","Midwest",40.1282,-92.1481,3947,0.183387270765912,9,41755,3.2
"4721","peak 2","29105",10.1428571428571,"Laclede","Missouri","Midwest",37.6583,-92.5903,35531,0.165545167629369,6,43969,4.2
"4722","peak 2","29107",10,"Lafayette","Missouri","Midwest",39.0656,-93.7855,32597,0.262210495455878,1,62264,4.9
"4723","peak 2","29109",10.8571428571429,"Lawrence","Missouri","Midwest",37.1064,-93.833,38204,0.17950293214186,6,45746,3.8
"4724","peak 2","29111",3,"Lewis","Missouri","Midwest",40.0969,-91.7221,9955,0.213495335213712,9,40782,3.4
"4725","peak 2","29113",15.8571428571429,"Lincoln","Missouri","Midwest",39.058,-90.9601,56477,0.227686263698394,1,69178,4.7
"4726","peak 2","29115",4.85714285714286,"Linn","Missouri","Midwest",39.8702,-93.1072,12113,0.222668529514495,7,45774,4.4
"4727","peak 2","29117",9.28571428571429,"Livingston","Missouri","Midwest",39.7821,-93.5483,15126,0.20864160994377,6,49065,3
"4728","peak 2","29119",10.7142857142857,"McDonald","Missouri","Midwest",36.6287,-94.3483,22782,0.158952833314923,2,39615,3.8
"4729","peak 2","29121",6.57142857142857,"Macon","Missouri","Midwest",39.8308,-92.5646,15199,0.212098009188361,7,45717,3.6
"4730","peak 2","29123",3.71428571428571,"Madison","Missouri","Midwest",37.478,-90.345,12179,0.179527836504581,6,43919,4.4
"4731","peak 2","29125",1.85714285714286,"Maries","Missouri","Midwest",38.1616,-91.9249,8803,0.170614127017397,8,49712,3.8
"4732","peak 2","29127",8.71428571428571,"Marion","Missouri","Midwest",39.8059,-91.6224,28608,0.239886125262212,5,50803,3.5
"4733","peak 2","29129",1.57142857142857,"Mercer","Missouri","Midwest",40.4223,-93.5686,3644,0.124789207419899,9,44343,2.4
"4734","peak 2","29131",9,"Miller","Missouri","Midwest",38.2145,-92.4284,25201,0.164593765142949,6,49252,4.6
"4735","peak 2","29133",1.71428571428571,"Mississippi","Missouri","Midwest",36.8281,-89.2911,13574,0.247687132043734,6,36802,4.6
"4736","peak 2","29135",6,"Moniteau","Missouri","Midwest",38.6328,-92.5831,16046,0.182758138885008,3,57321,3.2
"4737","peak 2","29137",1.57142857142857,"Monroe","Missouri","Midwest",39.4955,-92.0007,8629,0.208788757528441,9,48399,4
"4738","peak 2","29139",1.85714285714286,"Montgomery","Missouri","Midwest",38.9415,-91.4702,11487,0.209286209286209,6,50282,3.6
"4739","peak 2","29141",5.71428571428571,"Morgan","Missouri","Midwest",38.4237,-92.886,20271,0.202803836829345,8,44473,4.9
"4740","peak 2","29143",3.71428571428571,"New Madrid","Missouri","Midwest",36.5946,-89.6517,17560,0.241103448275862,7,42115,4.5
"4741","peak 2","29145",15.4285714285714,"Newton","Missouri","Midwest",36.9055,-94.3393,58180,0.204823094525612,3,53251,4
"4742","peak 2","29147",5,"Nodaway","Missouri","Midwest",40.3607,-94.8834,22359,0.288385727281917,6,47419,3.3
"4743","peak 2","29149",4.14285714285714,"Oregon","Missouri","Midwest",36.6867,-91.4033,10647,0.173665330238447,9,35356,5.1
"4744","peak 2","29151",4.57142857142857,"Osage","Missouri","Midwest",38.4604,-91.8618,13615,0.13755139938984,3,60728,2.7
"4745","peak 2","29153",5.71428571428571,"Ozark","Missouri","Midwest",36.6493,-92.4447,9207,0.154605263157895,9,36019,5
"4746","peak 2","29155",3.42857142857143,"Pemiscot","Missouri","Midwest",36.2114,-89.7854,16663,0.272013949433304,7,34280,7.4
"4747","peak 2","29157",4,"Perry","Missouri","Midwest",37.7072,-89.8244,19191,0.176140573727109,6,57032,3.2
"4748","peak 2","29159",13,"Pettis","Missouri","Midwest",38.7283,-93.2851,42355,0.250458187149814,4,48516,4.2
"4749","peak 2","29161",14.8571428571429,"Phelps","Missouri","Midwest",37.8772,-91.7923,44630,0.288072363041701,5,46573,3.8
"4750","peak 2","29163",6.42857142857143,"Pike","Missouri","Midwest",39.3438,-91.1714,18455,0.223131903833658,6,49089,4
"4751","peak 2","29165",17.5714285714286,"Platte","Missouri","Midwest",39.3803,-94.7738,100682,0.474576567138118,1,84456,4.7
"4752","peak 2","29167",19.7142857142857,"Polk","Missouri","Midwest",37.6165,-93.4005,31748,0.19151619755709,2,44837,3.6
"4753","peak 2","29169",9.85714285714286,"Pulaski","Missouri","Midwest",37.8246,-92.2076,52425,0.259469959761343,5,55620,4.7
"4754","peak 2","29171",0.571428571428571,"Putnam","Missouri","Midwest",40.4789,-93.0162,4781,0.152901313002965,9,42434,2.8
"4755","peak 2","29173",1.85714285714286,"Ralls","Missouri","Midwest",39.5277,-91.522,10234,0.212822324267043,9,63419,3.4
"4756","peak 2","29175",10.1428571428571,"Randolph","Missouri","Midwest",39.4401,-92.4971,24878,0.231291883842144,6,48043,4.2
"4757","peak 2","29177",7.85714285714286,"Ray","Missouri","Midwest",39.3524,-93.9899,22875,0.266889861790712,1,61678,9.9
"4758","peak 2","29179",1.71428571428571,"Reynolds","Missouri","Midwest",37.3623,-90.9691,6290,0.160400242571255,9,37415,3.8
"4759","peak 2","29181",5.28571428571429,"Ripley","Missouri","Midwest",36.6528,-90.8638,13567,0.145705789749869,9,35788,5.3
"4760","peak 2","29183",898.714285714286,"St. Charles","Missouri","Midwest",38.7819,-90.6749,394290,0.403257408216488,1,89236,3.6
"4761","peak 2","29185",2.71428571428571,"St. Clair","Missouri","Midwest",38.0372,-93.776,9370,0.198632891033374,8,39319,4.6
"4762","peak 2","29186",4.85714285714286,"Ste. Genevieve","Missouri","Midwest",37.8944,-90.1945,17848,0.286060733867566,6,61662,3.3
"4763","peak 2","29187",27.2857142857143,"St. Francois","Missouri","Midwest",37.8102,-90.4722,66643,0.251562444198421,4,43886,4.7
"4764","peak 2","29189",458.571428571429,"St. Louis","Missouri","Midwest",38.6405,-90.4433,996919,0.611713014916692,1,70161,4.7
"4765","peak 2","29195",10,"Saline","Missouri","Midwest",39.1368,-93.2018,22976,0.305074062401513,6,47324,3.6
"4766","peak 2","29197",2,"Schuyler","Missouri","Midwest",40.4703,-92.521,4555,0.186220668996505,9,43183,4.1
"4767","peak 2","29199",0.142857142857143,"Scotland","Missouri","Midwest",40.4526,-92.1471,4902,0.195564516129032,9,46871,2.7
"4768","peak 2","29201",10.7142857142857,"Scott","Missouri","Midwest",37.053,-89.5685,38633,0.211806535357526,4,44924,4
"4769","peak 2","29203",2,"Shannon","Missouri","Midwest",37.1574,-91.4005,8217,0.180747567844342,9,36477,5.3
"4770","peak 2","29205",1.28571428571429,"Shelby","Missouri","Midwest",39.7978,-92.0766,6013,0.176716417910448,9,45939,3.1
"4771","peak 2","29207",8.14285714285714,"Stoddard","Missouri","Midwest",36.8556,-89.9443,29377,0.135483390436467,6,42363,4.4
"4772","peak 2","29209",10.7142857142857,"Stone","Missouri","Midwest",36.7469,-93.456,31615,0.189687821241141,6,50262,7.6
"4773","peak 2","29211",1.85714285714286,"Sullivan","Missouri","Midwest",40.2106,-93.1115,6247,0.193443949817887,9,43421,4.2
"4774","peak 2","29213",27.2857142857143,"Taney","Missouri","Midwest",36.6548,-93.0411,55114,0.203096469872185,4,49314,8.7
"4775","peak 2","29215",4.57142857142857,"Texas","Missouri","Midwest",37.3173,-91.965,25604,0.151657092355281,9,38914,4.5
"4776","peak 2","29217",9,"Vernon","Missouri","Midwest",37.8506,-94.3424,20595,0.207185628742515,7,46182,3.3
"4777","peak 2","29219",11.1428571428571,"Warren","Missouri","Midwest",38.7646,-91.1607,34453,0.259537414965986,1,63726,4.4
"4778","peak 2","29221",8.71428571428571,"Washington","Missouri","Midwest",37.9617,-90.8774,24860,0.180834001603849,6,41198,4.9
"4779","peak 2","29223",3.71428571428571,"Wayne","Missouri","Midwest",37.1126,-90.4614,13195,0.143756379720994,9,35397,5.1
"4780","peak 2","29225",17.7142857142857,"Webster","Missouri","Midwest",37.2809,-92.8759,38655,0.190265722349433,2,54844,3.5
"4781","peak 2","29227",0.714285714285714,"Worth","Missouri","Midwest",40.4791,-94.4221,2027,0.194218608852755,9,45023,2.6
"4782","peak 2","29229",8.42857142857143,"Wright","Missouri","Midwest",37.2702,-92.4687,18203,0.133653736125415,6,39384,4.2
"4783","peak 2","29510",105.571428571429,"St. Louis city","Missouri","Midwest",38.6358,-90.2451,308174,0.822375940298953,1,46309,6.7
"4784","peak 2","30001",3.14285714285714,"Beaverhead","Montana","West",45.1327,-112.8988,9415,0.28404875463699,7,49771,2.5
"4785","peak 2","30003",10.8571428571429,"Big Horn","Montana","West",45.4234,-107.4898,13387,0.52069397993311,6,43718,8.1
"4786","peak 2","30005",0.142857142857143,"Blaine","Montana","West",48.4327,-108.9586,6719,0.509785049727302,9,44090,3.4
"4787","peak 2","30007",2,"Broadwater","Montana","West",46.3324,-111.4955,5945,0.203807664144496,9,60622,3.4
"4788","peak 2","30009",3.14285714285714,"Carbon","Montana","West",45.2274,-109.0281,10597,0.340937896070976,3,57585,3.4
"4789","peak 2","30011",0.285714285714286,"Carter","Montana","West",45.5168,-104.5362,1331,0.0856481481481482,9,49057,2.9
"4790","peak 2","30013",31.5714285714286,"Cascade","Montana","West",47.308,-111.347,81625,0.387514103046258,3,51732,3.1
"4791","peak 2","30015",2.57142857142857,"Chouteau","Montana","West",47.8806,-110.4352,5732,0.333221250840619,8,48017,2.4
"4792","peak 2","30017",5.14285714285714,"Custer","Montana","West",46.2527,-105.5717,11729,0.257351691313955,7,49379,2.6
"4793","peak 2","30019",1.71428571428571,"Daniels","Montana","West",48.7838,-105.5485,1730,0.192307692307692,9,50001,1.5
"4794","peak 2","30021",3,"Dawson","Montana","West",47.2664,-104.8995,9017,0.198883605540624,7,56677,2.8
"4795","peak 2","30023",2,"Deer Lodge","Montana","West",46.0607,-113.0679,9106,0.523819259865058,7,41780,2.8
"4796","peak 2","30025",0,"Fallon","Montana","West",46.334,-104.4174,2921,0.109206349206349,9,65651,2.1
"4797","peak 2","30027",4.85714285714286,"Fergus","Montana","West",47.2636,-109.2245,11221,0.229061399479406,7,48703,2.7
"4798","peak 2","30029",33.5714285714286,"Flathead","Montana","West",48.2951,-114.0497,99899,0.336453251020611,5,61334,3.9
"4799","peak 2","30031",64.7142857142857,"Gallatin","Montana","West",45.5404,-111.1704,108063,0.518047184191757,5,73731,2.7
"4800","peak 2","30033",0,"Garfield","Montana","West",47.2776,-106.9929,1036,0.050430504305043,9,43106,2
"4801","peak 2","30035",1.71428571428571,"Glacier","Montana","West",48.7051,-112.9947,13732,0.640184429863451,7,41808,7.1
"4802","peak 2","30037",0.285714285714286,"Golden Valley","Montana","West",46.3812,-109.1752,728,0.15506958250497,3,40469,3.8
"4803","peak 2","30039",0.714285714285714,"Granite","Montana","West",46.4045,-113.4403,3311,0.303520456707897,8,49646,4.6
"4804","peak 2","30041",5.71428571428571,"Hill","Montana","West",48.6282,-110.1112,16436,0.415065441381231,7,51881,2.7
"4805","peak 2","30043",3.14285714285714,"Jefferson","Montana","West",46.1485,-112.0938,11917,0.320473690636064,9,70929,2.9
"4806","peak 2","30045",0.142857142857143,"Judith Basin","Montana","West",47.0454,-110.266,1954,0.204613095238095,8,49401,2
"4807","peak 2","30047",16.8571428571429,"Lake","Montana","West",47.6459,-114.0893,30013,0.415974978948635,6,49019,3.4
"4808","peak 2","30049",25.8571428571429,"Lewis and Clark","Montana","West",47.1224,-112.3904,67805,0.464705190067082,5,66075,2.7
"4809","peak 2","30051",0.285714285714286,"Liberty","Montana","West",48.5617,-111.0246,2351,0.229916897506925,9,41240,2
"4810","peak 2","30053",12.2857142857143,"Lincoln","Montana","West",48.5424,-115.4051,19537,0.241338214012088,7,43669,5.7
"4811","peak 2","30055",0.428571428571429,"McCone","Montana","West",47.6452,-105.7954,1790,0.13741134751773,9,48551,1.4
"4812","peak 2","30057",4.42857142857143,"Madison","Montana","West",45.3007,-111.9203,8302,0.289710453132668,9,56579,3.5
"4813","peak 2","30059",0,"Meagher","Montana","West",46.5982,-110.8857,1888,0.232432432432432,9,43946,2.2
"4814","peak 2","30061",0.857142857142857,"Mineral","Montana","West",47.1472,-114.9983,4251,0.267655091689426,8,43928,4.6
"4815","peak 2","30063",41.8571428571429,"Missoula","Montana","West",47.0365,-113.9237,117309,0.602297668991193,3,57279,3.2
"4816","peak 2","30065",1.28571428571429,"Musselshell","Montana","West",46.4966,-108.3981,4766,0.143353002429712,8,48290,4.1
"4817","peak 2","30067",5.57142857142857,"Park","Montana","West",45.4884,-110.5267,16352,0.454467206059563,7,51740,3.4
"4818","peak 2","30069",0,"Petroleum","Montana","West",47.1175,-108.2502,453,0.111111111111111,9,42081,2.3
"4819","peak 2","30071",0.571428571428571,"Phillips","Montana","West",48.2592,-107.9132,4077,0.174350377200335,9,47679,3
"4820","peak 2","30073",0.714285714285714,"Pondera","Montana","West",48.2277,-112.2263,5994,0.301502504173623,7,48542,2.9
"4821","peak 2","30075",0,"Powder River","Montana","West",45.395,-105.6302,1607,0.13556338028169,9,47843,2
"4822","peak 2","30077",2.28571428571429,"Powell","Montana","West",46.8564,-112.9361,6854,0.235367762128325,6,49387,2.3
"4823","peak 2","30079",0.142857142857143,"Prairie","Montana","West",46.8605,-105.378,1252,0.169354838709677,9,46663,3.8
"4824","peak 2","30081",9.71428571428571,"Ravalli","Montana","West",46.0817,-114.1207,42512,0.307398182902445,6,57209,3.1
"4825","peak 2","30083",3.14285714285714,"Richland","Montana","West",47.7879,-104.5614,11199,0.150914108313211,7,69095,4.7
"4826","peak 2","30085",1.14285714285714,"Roosevelt","Montana","West",48.2945,-105.0164,11175,0.474180734856008,7,38409,4.3
"4827","peak 2","30087",2.42857142857143,"Rosebud","Montana","West",46.2297,-106.7307,9152,0.316860465116279,9,58139,3.3
"4828","peak 2","30089",4,"Sanders","Montana","West",47.6748,-115.1333,11681,0.23784631468897,8,45193,4.2
"4829","peak 2","30091",0.714285714285714,"Sheridan","Montana","West",48.7212,-104.5047,3483,0.282758620689655,9,51111,3.5
"4830","peak 2","30093",3.42857142857143,"Silver Bow","Montana","West",45.9024,-112.6567,34770,0.551973229935731,5,49249,3.3
"4831","peak 2","30095",1.28571428571429,"Stillwater","Montana","West",45.669,-109.3952,9466,0.201358648319108,8,68186,2.8
"4832","peak 2","30097",0.714285714285714,"Sweet Grass","Montana","West",45.8139,-109.941,3670,0.224448078495503,9,55259,2.1
"4833","peak 2","30099",1.28571428571429,"Teton","Montana","West",47.8371,-112.2409,6086,0.272530446549391,8,54458,2.7
"4834","peak 2","30101",0.571428571428571,"Toole","Montana","West",48.6554,-111.6956,4892,0.219971738106453,7,49448,2
"4835","peak 2","30103",0.142857142857143,"Treasure","Montana","West",46.2115,-107.2716,668,0.169565217391304,8,51754,2.8
"4836","peak 2","30105",2,"Valley","Montana","West",48.3653,-106.6674,7471,0.241104868913858,7,51869,2.6
"4837","peak 2","30107",0.428571428571429,"Wheatland","Montana","West",46.4663,-109.8446,2142,0.210674157303371,9,42059,4.6
"4838","peak 2","30109",0,"Wibaux","Montana","West",46.9653,-104.249,1122,0.12876254180602,9,51145,2.8
"4839","peak 2","30111",41.1428571428571,"Yellowstone","Montana","West",45.9373,-108.2744,159008,0.366006132114864,3,61435,3
"4840","peak 2","31001",9.71428571428571,"Adams","Nebraska","Midwest",40.5245,-98.5012,31587,0.287517914420255,4,55182,2.1
"4841","peak 2","31003",1.57142857142857,"Antelope","Nebraska","Midwest",42.1769,-98.0667,6341,0.126151269885571,9,50771,1.4
"4842","peak 2","31005",0,"Arthur","Nebraska","Midwest",41.5689,-101.6958,427,0.0736842105263158,9,46417,2.7
"4843","peak 2","31007",0,"Banner","Nebraska","Midwest",41.546,-103.7105,722,0.104622871046229,9,54706,1.9
"4844","peak 2","31009",0.142857142857143,"Blaine","Nebraska","Midwest",41.9128,-99.9768,477,0.110410094637224,9,45411,1.7
"4845","peak 2","31011",1.57142857142857,"Boone","Nebraska","Midwest",41.7068,-98.0672,5279,0.154680719156851,9,58204,1.6
"4846","peak 2","31013",2.42857142857143,"Box Butte","Nebraska","Midwest",42.2198,-103.0857,10970,0.202115384615385,7,61522,2.2
"4847","peak 2","31015",0.285714285714286,"Boyd","Nebraska","Midwest",42.8997,-98.7665,1937,0.116883116883117,9,46548,2
"4848","peak 2","31017",0.285714285714286,"Brown","Nebraska","Midwest",42.43,-99.9295,3015,0.113420427553444,9,48843,2.3
"4849","peak 2","31019",19.1428571428571,"Buffalo","Nebraska","Midwest",40.8552,-99.075,49209,0.267808190291426,4,64759,2
"4850","peak 2","31021",2.14285714285714,"Burt","Nebraska","Midwest",41.8515,-96.3286,6510,0.284300615137737,8,54554,2.3
